basYm,rprSexNm,rprAggrNm,estbYr,bizAreaNm,bizBzcCd,bizBzcCdNm,empeCntNm,fnafBasYr,cptlAmt,saleAmt,bzopPftAmt,crtmNpfAmt,astTsumAmt,debtTsumAmt
202208,남성,50대,2013,강원도 동해시,47,소매업; 자동차 제외,5명 이상 10명 미만,2020,123000000,1092000000,99000000,86000000,178000000,55000000
202208,남성,40대,2006,강원도 동해시,46,도매 및 상품 중개업,0명,2017,73000000,1096000000,63000000,58000000,230000000,157000000
202208,남성,60대,1986,강원도 동해시,10,식료품 제조업,0명,2018,181000000,787000000,42000000,38000000,795000000,314000000
202208,남성,50대,2015,강원도 동해시,56,음식점 및 주점업,0명,2018,133000000,526000000,50000000,61000000,243000000,110000000
202208,남성,50대,2010,강원도 동해시,49,육상 운송 및 파이프라인 운송업,1명 이상 5명 미만,2016,0,471000000,33000000,38000000,77000000,0
202208,남성,50대,2020,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,8000000,1096000000,8000000,8000000,209000000,201000000
202208,남성,50대,2011,강원도 동해시,46,도매 및 상품 중개업,5명 이상 10명 미만,2021,181000000,1096000000,99000000,86000000,841000000,524000000
202208,남성,50대,2011,강원도 동해시,10,식료품 제조업,1명 이상 5명 미만,2021,122000000,1096000000,99000000,86000000,841000000,524000000
202208,남성,50대,2010,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,166000000,1096000000,92000000,68000000,841000000,524000000
202208,여성,60대,2011,강원도 동해시,47,소매업; 자동차 제외,0명,2019,162000000,246000000,16000000,18000000,371000000,209000000
202208,남성,40대,2008,강원도 동해시,95,개인 및 소비용품 수리업,1명 이상 5명 미만,2021,181000000,893000000,56000000,51000000,644000000,417000000
202208,남성,50대,2018,강원도 동해시,29,기타 기계 및 장비 제조업,1명 이상 5명 미만,2020,23000000,213000000,10000000,12000000,139000000,116000000
202208,남성,40대,2013,강원도 동해시,46,도매 및 상품 중개업,0명,2021,110000000,789000000,28000000,35000000,111000000,1000000
202208,남성,50대,2011,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2017,181000000,852000000,29000000,46000000,465000000,218000000
202208,남성,40대,2014,강원도 동해시,46,도매 및 상품 중개업,0명,2019,118000000,1096000000,43000000,39000000,833000000,524000000
202208,남성,50대,2017,강원도 동해시,47,소매업; 자동차 제외,0명,2019,12000000,385000000,49000000,48000000,18000000,6000000
202208,남성,50대,2011,강원도 동해시,42,전문직별 공사업,0명,2020,49000000,133000000,17000000,17000000,52000000,3000000
202208,남성,30대,2010,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2018,181000000,1096000000,76000000,68000000,454000000,114000000
202208,남성,50대,1995,강원도 동해시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2020,0,854000000,54000000,60000000,162000000,192000000
202208,남성,50대,2007,강원도 동해시,42,전문직별 공사업,1명 이상 5명 미만,2020,0,1096000000,99000000,86000000,727000000,524000000
202208,남성,50대,2005,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,55000000,1005000000,55000000,49000000,209000000,154000000
202208,남성,40대,2016,강원도 동해시,46,도매 및 상품 중개업,0명,2020,54000000,727000000,80000000,68000000,58000000,4000000
202208,여성,40대,2013,강원도 동해시,46,도매 및 상품 중개업,0명,2021,78000000,1096000000,65000000,76000000,841000000,524000000
202208,여성,40대,2018,강원도 동해시,46,도매 및 상품 중개업,5명 이상 10명 미만,2021,181000000,703000000,60000000,61000000,299000000,49000000
202208,남성,50대,2018,강원도 동해시,46,도매 및 상품 중개업,0명,2021,72000000,1096000000,60000000,43000000,772000000,524000000
202208,남성,40대,2017,강원도 동해시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,12000000,189000000,8000000,9000000,14000000,2000000
202208,여성,50대,2014,강원도 동해시,47,소매업; 자동차 제외,5명 이상 10명 미만,2020,181000000,1096000000,-7000000,-28000000,726000000,252000000
202208,남성,50대,1997,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2018,85000000,751000000,50000000,43000000,186000000,101000000
202208,남성,60대,1999,강원도 동해시,10,식료품 제조업,1명 이상 5명 미만,2020,181000000,899000000,-2000000,9000000,841000000,524000000
202208,남성,50대,2017,강원도 동해시,10,식료품 제조업,1명 이상 5명 미만,2019,20000000,1096000000,63000000,48000000,311000000,291000000
202208,남성,40대,2016,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2019,8000000,173000000,13000000,8000000,108000000,100000000
202208,여성,60대,2016,강원도 동해시,10,식료품 제조업,10명 이상 30명 미만,2020,181000000,1061000000,-4000000,40000000,637000000,65000000
202208,남성,50대,2018,강원도 동해시,56,음식점 및 주점업,1명 이상 5명 미만,2020,3000000,180000000,29000000,27000000,5000000,2000000
202208,여성,50대,2019,강원도 동해시,47,소매업; 자동차 제외,1명 이상 5명 미만,2020,0,1096000000,38000000,33000000,603000000,524000000
202208,남성,40대,2011,강원도 동해시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2020,53000000,123000000,11000000,11000000,118000000,65000000
202208,남성,50대,2014,강원도 동해시,47,소매업; 자동차 제외,10명 이상 30명 미만,2021,181000000,1096000000,78000000,67000000,841000000,524000000
202208,여성,40대,2018,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,181000000,703000000,60000000,61000000,299000000,49000000
202208,남성,50대,2015,강원도 동해시,56,음식점 및 주점업,5명 이상 10명 미만,2018,133000000,526000000,50000000,61000000,243000000,110000000
202208,남성,60대,2015,강원도 동해시,47,소매업; 자동차 제외,0명,2020,181000000,911000000,73000000,49000000,841000000,436000000
202208,여성,60대,1982,강원도 동해시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,181000000,631000000,33000000,31000000,841000000,524000000
202208,여성,40대,2014,강원도 동해시,46,도매 및 상품 중개업,0명,2021,51000000,117000000,9000000,8000000,99000000,48000000
202208,남성,50대,2013,강원도 동해시,46,도매 및 상품 중개업,0명,2020,1000000,1096000000,99000000,86000000,54000000,53000000
202208,남성,60대,1996,강원도 동해시,49,육상 운송 및 파이프라인 운송업,1명 이상 5명 미만,2021,0,160000000,0,18000000,12000000,110000000
202208,여성,50대,2017,강원도 동해시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2018,181000000,1093000000,47000000,47000000,540000000,61000000
202208,여성,40대,2018,강원도 동해시,47,소매업; 자동차 제외,1명 이상 5명 미만,2020,170000000,822000000,30000000,39000000,285000000,115000000
202208,남성,50대,1988,강원도 동해시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,7000000,1096000000,99000000,86000000,736000000,524000000
202208,남성,50대,1988,강원도 동해시,47,소매업; 자동차 제외,0명,2021,127000000,1096000000,99000000,86000000,444000000,317000000
202208,여성,40대,2018,강원도 동해시,56,음식점 및 주점업,5명 이상 10명 미만,2021,100000000,798000000,99000000,86000000,490000000,390000000
202208,남성,40대,2006,강원도 동해시,47,소매업; 자동차 제외,5명 이상 10명 미만,2021,181000000,1096000000,69000000,70000000,841000000,524000000
202208,남성,40대,2008,강원도 동해시,42,전문직별 공사업,0명,2016,181000000,192000000,22000000,16000000,334000000,76000000
202208,여성,60대,1999,강원도 동해시,46,도매 및 상품 중개업,0명,2021,9000000,1096000000,61000000,52000000,230000000,221000000
202208,여성,40대,2013,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,0,1096000000,65000000,60000000,777000000,524000000
202208,남성,30대,2010,강원도 동해시,47,소매업; 자동차 제외,0명,2017,59000000,1096000000,99000000,86000000,112000000,53000000
202208,남성,50대,2005,강원도 동해시,42,전문직별 공사업,0명,2019,52000000,148000000,19000000,19000000,60000000,8000000
202208,남성,50대,2005,강원도 동해시,42,전문직별 공사업,1명 이상 5명 미만,2019,52000000,148000000,19000000,19000000,60000000,8000000
202208,남성,40대,2013,강원도 동해시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2021,181000000,1096000000,79000000,80000000,295000000,89000000
202208,남성,40대,2012,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,148000000,1096000000,99000000,86000000,533000000,385000000
202208,남성,40대,2005,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,0,582000000,25000000,32000000,36000000,81000000
202208,여성,60대,2009,강원도 동해시,46,도매 및 상품 중개업,5명 이상 10명 미만,2019,94000000,1096000000,-127000000,-176000000,590000000,496000000
202208,남성,50대,2008,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2018,181000000,1096000000,67000000,53000000,841000000,456000000
202208,남성,50대,2009,강원도 동해시,49,육상 운송 및 파이프라인 운송업,0명,2019,20000000,491000000,62000000,62000000,36000000,16000000
202208,남성,50대,2008,강원도 동해시,10,식료품 제조업,1명 이상 5명 미만,2021,14000000,199000000,17000000,11000000,544000000,524000000
202208,여성,60대,2010,강원도 동해시,10,식료품 제조업,1명 이상 5명 미만,2021,122000000,1096000000,76000000,75000000,841000000,524000000
202208,남성,50대,2018,강원도 동해시,42,전문직별 공사업,0명,2021,30000000,207000000,22000000,22000000,227000000,197000000
202208,여성,40대,2014,강원도 동해시,56,음식점 및 주점업,5명 이상 10명 미만,2020,181000000,850000000,10000000,65000000,453000000,205000000
202208,남성,40대,2006,강원도 동해시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,181000000,1096000000,69000000,70000000,841000000,524000000
202208,남성,60대,1993,강원도 동해시,46,도매 및 상품 중개업,0명,2016,0,143000000,9000000,9000000,36000000,8000000
202208,여성,60대,1999,강원도 동해시,47,소매업; 자동차 제외,0명,2018,21000000,648000000,64000000,61000000,298000000,277000000
202208,남성,50대,2008,강원도 동해시,47,소매업; 자동차 제외,0명,2019,1000000,325000000,11000000,14000000,1000000,0
202208,남성,50대,2015,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2018,181000000,1096000000,99000000,86000000,536000000,321000000
202208,여성,30대,2020,강원도 동해시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,181000000,1096000000,99000000,86000000,841000000,524000000
202208,남성,40대,2003,강원도 동해시,46,도매 및 상품 중개업,0명,2021,16000000,829000000,40000000,41000000,194000000,178000000
202208,남성,40대,2016,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,91000000,359000000,25000000,29000000,124000000,33000000
202208,남성,50대,2009,강원도 동해시,47,소매업; 자동차 제외,5명 이상 10명 미만,2021,181000000,991000000,99000000,86000000,841000000,524000000
202208,남성,60대,1989,강원도 동해시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,181000000,480000000,58000000,-3000000,841000000,524000000
202208,남성,50대,2012,강원도 동해시,45,자동차 및 부품 판매업,0명,2021,58000000,886000000,54000000,58000000,69000000,11000000
202208,남성,30대,2014,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,23000000,1096000000,99000000,86000000,631000000,524000000
202208,남성,50대,1988,강원도 동해시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,127000000,1096000000,99000000,86000000,444000000,317000000
202208,남성,50대,2011,강원도 동해시,47,소매업; 자동차 제외,1명 이상 5명 미만,2017,52000000,286000000,8000000,18000000,57000000,5000000
202208,남성,40대,2008,강원도 동해시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2021,181000000,893000000,56000000,51000000,644000000,417000000
202208,남성,50대,1998,강원도 동해시,29,기타 기계 및 장비 제조업,1명 이상 5명 미만,2020,181000000,851000000,99000000,86000000,258000000,33000000
202208,남성,50대,2017,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,181000000,1096000000,99000000,86000000,841000000,524000000
202208,남성,60대,1995,강원도 동해시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2021,25000000,1028000000,99000000,86000000,164000000,139000000
202208,남성,50대,2002,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,164000000,655000000,17000000,39000000,544000000,380000000
202208,남성,50대,2008,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,181000000,721000000,32000000,33000000,542000000,8000000
202208,남성,50대,2008,강원도 동해시,42,전문직별 공사업,0명,2018,19000000,194000000,25000000,21000000,29000000,10000000
202208,여성,50대,2014,강원도 동해시,47,소매업; 자동차 제외,1명 이상 5명 미만,2020,56000000,1096000000,0,0,578000000,522000000
202208,여성,60대,1982,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,181000000,631000000,33000000,31000000,841000000,524000000
202208,여성,60대,1983,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2019,94000000,1096000000,0,0,590000000,496000000
202208,남성,60대,2000,강원도 동해시,47,소매업; 자동차 제외,1명 이상 5명 미만,2020,0,844000000,54000000,55000000,143000000,235000000
202208,남성,50대,2004,강원도 동해시,49,육상 운송 및 파이프라인 운송업,0명,2018,81000000,199000000,35000000,27000000,116000000,35000000
202208,남성,50대,2008,강원도 동해시,47,소매업; 자동차 제외,0명,2019,1000000,325000000,11000000,14000000,1000000,0
202208,남성,50대,1994,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,181000000,1096000000,99000000,86000000,841000000,524000000
202208,남성,60대,1996,강원도 동해시,49,육상 운송 및 파이프라인 운송업,1명 이상 5명 미만,2021,0,160000000,0,18000000,12000000,110000000
202208,남성,50대,2012,강원도 동해시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2021,0,886000000,54000000,55000000,7000000,154000000
202208,여성,60대,1999,강원도 동해시,47,소매업; 자동차 제외,1명 이상 5명 미만,2018,21000000,648000000,64000000,61000000,298000000,277000000
202208,남성,30대,2012,강원도 동해시,86,보건업,0명,2020,181000000,933000000,99000000,86000000,269000000,36000000
202208,남성,40대,2012,강원도 동해시,47,소매업; 자동차 제외,0명,2019,0,409000000,22000000,21000000,17000000,69000000
202208,남성,50대,2013,강원도 동해시,47,소매업; 자동차 제외,1명 이상 5명 미만,2020,123000000,1092000000,99000000,86000000,178000000,55000000
202208,남성,60대,1987,강원도 동해시,10,식료품 제조업,1명 이상 5명 미만,2019,0,480000000,23000000,16000000,108000000,207000000
202208,남성,60대,1986,강원도 동해시,10,식료품 제조업,10명 이상 30명 미만,2021,0,49000000,0,0,149000000,399000000
202208,남성,40대,2006,강원도 동해시,46,도매 및 상품 중개업,0명,2020,30000000,491000000,10000000,43000000,50000000,20000000
202208,남성,60대,1999,강원도 동해시,10,식료품 제조업,10명 이상 30명 미만,2020,181000000,899000000,0,0,841000000,524000000
202208,남성,50대,2001,강원도 동해시,42,전문직별 공사업,0명,2020,0,603000000,35000000,0,439000000,524000000
202208,남성,50대,2001,강원도 동해시,49,육상 운송 및 파이프라인 운송업,0명,2015,50000000,214000000,28000000,28000000,53000000,3000000
202208,여성,60대,2006,강원도 동해시,56,음식점 및 주점업,0명,2020,68000000,421000000,49000000,43000000,472000000,404000000
202208,남성,50대,2002,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,164000000,654000000,17000000,39000000,544000000,380000000
202208,남성,40대,2010,강원도 동해시,42,전문직별 공사업,0명,2014,48000000,237000000,22000000,22000000,53000000,5000000
202208,남성,40대,2002,강원도 동해시,42,전문직별 공사업,0명,2021,63000000,444000000,67000000,61000000,251000000,188000000
202208,남성,50대,2016,강원도 삼척시,46,도매 및 상품 중개업,0명,2021,38000000,315000000,13000000,11000000,100000000,62000000
202208,남성,30대,2020,강원도 삼척시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,108000000,1096000000,70000000,68000000,157000000,49000000
202208,남성,50대,2007,강원도 삼척시,47,소매업; 자동차 제외,5명 이상 10명 미만,2020,181000000,1096000000,99000000,86000000,841000000,524000000
202208,남성,40대,2015,강원도 삼척시,46,도매 및 상품 중개업,0명,2021,82000000,1096000000,42000000,37000000,206000000,124000000
202208,여성,60대,2017,강원도 삼척시,55,숙박업,0명,2019,181000000,274000000,67000000,48000000,841000000,524000000
202208,남성,60대,1995,강원도 삼척시,42,전문직별 공사업,1명 이상 5명 미만,2020,69000000,420000000,37000000,2000000,536000000,467000000
202208,남성,50대,2010,강원도 삼척시,47,소매업; 자동차 제외,1명 이상 5명 미만,2020,107000000,1096000000,99000000,86000000,841000000,524000000
202208,남성,50대,2001,강원도 삼척시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,105000000,1096000000,99000000,86000000,603000000,498000000
202208,여성,40대,2014,강원도 삼척시,47,소매업; 자동차 제외,1명 이상 5명 미만,2018,181000000,961000000,99000000,86000000,325000000,111000000
202208,남성,40대,2011,강원도 삼척시,42,전문직별 공사업,0명,2021,45000000,489000000,50000000,50000000,55000000,10000000
202208,남성,30대,2014,강원도 삼척시,47,소매업; 자동차 제외,1명 이상 5명 미만,2020,134000000,470000000,19000000,25000000,223000000,89000000
202208,남성,40대,2015,강원도 삼척시,46,도매 및 상품 중개업,0명,2020,41000000,970000000,30000000,30000000,161000000,120000000
202208,여성,40대,2013,강원도 삼척시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,181000000,395000000,36000000,37000000,627000000,270000000
202208,남성,60대,2004,강원도 삼척시,47,소매업; 자동차 제외,5명 이상 10명 미만,2021,181000000,1096000000,99000000,86000000,841000000,524000000
202208,남성,40대,2014,강원도 삼척시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2020,181000000,891000000,64000000,59000000,590000000,103000000
202208,남성,60대,2006,강원도 삼척시,42,전문직별 공사업,5명 이상 10명 미만,2021,181000000,493000000,36000000,35000000,695000000,240000000
202208,남성,50대,2004,강원도 삼척시,42,전문직별 공사업,5명 이상 10명 미만,2021,107000000,814000000,94000000,86000000,629000000,522000000
202208,남성,50대,2009,강원도 삼척시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,140000000,633000000,43000000,45000000,168000000,28000000
202208,남성,50대,2001,강원도 삼척시,46,도매 및 상품 중개업,0명,2019,30000000,270000000,13000000,14000000,31000000,1000000
202208,남성,60대,1983,강원도 삼척시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,181000000,1096000000,89000000,83000000,664000000,185000000
202208,여성,50대,2017,강원도 삼척시,56,음식점 및 주점업,1명 이상 5명 미만,2018,78000000,816000000,65000000,75000000,171000000,93000000
202208,남성,50대,2002,강원도 삼척시,46,도매 및 상품 중개업,5명 이상 10명 미만,2017,181000000,1096000000,83000000,83000000,270000000,52000000
202208,남성,60대,2007,강원도 삼척시,47,소매업; 자동차 제외,1명 이상 5명 미만,2018,146000000,1096000000,93000000,61000000,189000000,43000000
202208,남성,40대,2010,강원도 속초시,47,소매업; 자동차 제외,1명 이상 5명 미만,2019,55000000,227000000,58000000,55000000,125000000,70000000
202208,남성,70대,2009,강원도 속초시,10,식료품 제조업,10명 이상 30명 미만,2020,181000000,1096000000,58000000,15000000,841000000,524000000
202208,남성,50대,1990,강원도 속초시,47,소매업; 자동차 제외,1명 이상 5명 미만,2019,32000000,375000000,25000000,27000000,94000000,62000000
202208,남성,40대,2013,강원도 속초시,46,도매 및 상품 중개업,0명,2018,181000000,1096000000,99000000,86000000,841000000,413000000
202208,남성,60대,1985,강원도 속초시,47,소매업; 자동차 제외,1명 이상 5명 미만,2020,162000000,1096000000,99000000,86000000,841000000,524000000
202208,남성,50대,2014,강원도 속초시,10,식료품 제조업,1명 이상 5명 미만,2021,181000000,742000000,63000000,34000000,841000000,524000000
202208,남성,60대,2013,강원도 속초시,96,기타 개인 서비스업,1명 이상 5명 미만,2019,181000000,820000000,99000000,86000000,841000000,524000000
202208,남성,60대,1995,강원도 속초시,46,도매 및 상품 중개업,1명 이상 5명 미만,2018,17000000,381000000,11000000,17000000,60000000,43000000
202208,남성,50대,2019,강원도 속초시,47,소매업; 자동차 제외,0명,2020,98000000,546000000,97000000,86000000,304000000,206000000
202208,남성,50대,1995,강원도 속초시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2020,108000000,954000000,75000000,78000000,152000000,44000000
202208,여성,40대,2009,강원도 속초시,56,음식점 및 주점업,1명 이상 5명 미만,2019,181000000,1096000000,99000000,68000000,841000000,524000000
202208,남성,40대,2015,강원도 속초시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,91000000,1096000000,80000000,72000000,328000000,237000000
202208,여성,50대,2012,강원도 속초시,10,식료품 제조업,0명,2021,131000000,1096000000,99000000,86000000,531000000,400000000
202208,여성,50대,2012,강원도 속초시,56,음식점 및 주점업,0명,2021,157000000,395000000,40000000,49000000,165000000,8000000
202208,여성,40대,2014,강원도 속초시,56,음식점 및 주점업,5명 이상 10명 미만,2018,23000000,1096000000,99000000,86000000,250000000,227000000
202208,남성,50대,1999,강원도 속초시,86,보건업,1명 이상 5명 미만,2019,181000000,705000000,99000000,86000000,484000000,273000000
202208,남성,50대,2014,강원도 속초시,56,음식점 및 주점업,10명 이상 30명 미만,2021,181000000,1096000000,99000000,86000000,421000000,59000000
202208,여성,50대,2011,강원도 속초시,46,도매 및 상품 중개업,1명 이상 5명 미만,2019,153000000,729000000,34000000,39000000,174000000,21000000
202208,남성,60대,2002,강원도 속초시,10,식료품 제조업,30명 이상 50명 미만,2021,181000000,1096000000,99000000,86000000,841000000,524000000
202208,남성,60대,1996,강원도 속초시,42,전문직별 공사업,1명 이상 5명 미만,2018,181000000,200000000,17000000,17000000,400000000,57000000
202208,남성,50대,2015,강원도 속초시,42,전문직별 공사업,1명 이상 5명 미만,2021,150000000,897000000,28000000,34000000,304000000,154000000
202208,남성,50대,2009,강원도 속초시,47,소매업; 자동차 제외,0명,2020,181000000,1096000000,71000000,64000000,608000000,331000000
202208,남성,60대,1993,강원도 속초시,46,도매 및 상품 중개업,0명,2018,37000000,1084000000,48000000,48000000,57000000,20000000
202208,여성,50대,2008,강원도 속초시,47,소매업; 자동차 제외,1명 이상 5명 미만,2020,0,657000000,22000000,12000000,99000000,258000000
202208,남성,60대,1993,강원도 속초시,46,도매 및 상품 중개업,5명 이상 10명 미만,2021,181000000,1096000000,99000000,86000000,841000000,524000000
202208,남성,60대,1992,강원도 속초시,10,식료품 제조업,1명 이상 5명 미만,2020,181000000,1096000000,99000000,86000000,841000000,524000000
202208,남성,60대,1990,강원도 속초시,46,도매 및 상품 중개업,1명 이상 5명 미만,2017,0,541000000,25000000,22000000,153000000,180000000
202208,남성,40대,2011,강원도 속초시,46,도매 및 상품 중개업,0명,2019,30000000,596000000,40000000,30000000,176000000,146000000
202208,남성,60대,1997,강원도 속초시,46,도매 및 상품 중개업,10명 이상 30명 미만,2018,0,567000000,0,29000000,111000000,401000000
202208,남성,50대,2008,강원도 속초시,42,전문직별 공사업,1명 이상 5명 미만,2021,49000000,652000000,49000000,49000000,69000000,20000000
202208,남성,40대,2015,강원도 속초시,46,도매 및 상품 중개업,0명,2021,117000000,732000000,43000000,18000000,514000000,397000000
202208,남성,60대,2011,강원도 속초시,68,부동산업,0명,2020,181000000,109000000,96000000,38000000,841000000,524000000
202208,남성,60대,1993,강원도 속초시,46,도매 및 상품 중개업,0명,2018,99000000,326000000,15000000,14000000,185000000,86000000
202208,남성,60대,2016,강원도 속초시,68,부동산업,0명,2017,181000000,24000000,22000000,22000000,841000000,524000000
202208,남성,50대,1990,강원도 속초시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,181000000,1096000000,99000000,86000000,506000000,320000000
202208,남성,30대,2012,강원도 속초시,46,도매 및 상품 중개업,0명,2020,123000000,1096000000,99000000,86000000,125000000,2000000
202208,남성,50대,2019,강원도 속초시,56,음식점 및 주점업,10명 이상 30명 미만,2020,90000000,1096000000,87000000,68000000,130000000,40000000
202208,남성,50대,2001,강원도 속초시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2020,119000000,1096000000,99000000,86000000,576000000,457000000
202208,남성,40대,2010,강원도 속초시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,181000000,1096000000,99000000,86000000,841000000,51000000
202208,여성,30대,2018,강원도 속초시,56,음식점 및 주점업,1명 이상 5명 미만,2020,2000000,390000000,30000000,37000000,85000000,83000000
202208,여성,40대,2015,강원도 속초시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,181000000,296000000,16000000,17000000,433000000,4000000
202208,여성,60대,1989,강원도 속초시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,181000000,1096000000,99000000,86000000,841000000,524000000
202208,남성,40대,2016,강원도 속초시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,38000000,1096000000,-39000000,36000000,474000000,436000000
202208,여성,50대,2019,강원도 속초시,46,도매 및 상품 중개업,0명,2020,22000000,893000000,62000000,52000000,199000000,177000000
202208,남성,50대,2009,강원도 속초시,86,보건업,1명 이상 5명 미만,2020,181000000,657000000,99000000,86000000,255000000,1000000
202208,남성,60대,2006,강원도 속초시,10,식료품 제조업,5명 이상 10명 미만,2019,82000000,697000000,46000000,42000000,276000000,194000000
202208,여성,60대,2003,강원도 속초시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,181000000,244000000,39000000,34000000,841000000,284000000
202208,남성,40대,2012,강원도 속초시,46,도매 및 상품 중개업,0명,2020,9000000,462000000,81000000,56000000,68000000,59000000
202208,남성,40대,2002,강원도 속초시,45,자동차 및 부품 판매업,0명,2018,160000000,894000000,55000000,62000000,252000000,92000000
202208,여성,50대,2009,강원도 속초시,96,기타 개인 서비스업,0명,2021,9000000,780000000,-229000000,-308000000,841000000,524000000
202208,남성,50대,2013,강원도 속초시,10,식료품 제조업,1명 이상 5명 미만,2021,181000000,523000000,-244000000,-282000000,841000000,524000000
202208,여성,50대,2008,강원도 속초시,56,음식점 및 주점업,5명 이상 10명 미만,2021,32000000,1096000000,33000000,32000000,179000000,147000000
202208,남성,50대,2010,강원도 속초시,47,소매업; 자동차 제외,0명,2021,181000000,1096000000,99000000,86000000,841000000,524000000
202208,여성,40대,2016,강원도 속초시,56,음식점 및 주점업,0명,2018,181000000,1096000000,99000000,86000000,640000000,435000000
202208,남성,60대,2019,강원도 속초시,47,소매업; 자동차 제외,0명,2020,181000000,381000000,14000000,13000000,211000000,18000000
202208,여성,50대,2014,강원도 속초시,56,음식점 및 주점업,1명 이상 5명 미만,2020,86000000,339000000,35000000,41000000,91000000,5000000
202208,여성,50대,2006,강원도 속초시,10,식료품 제조업,10명 이상 30명 미만,2021,181000000,1096000000,99000000,86000000,841000000,524000000
202208,남성,40대,2015,강원도 속초시,46,도매 및 상품 중개업,0명,2018,30000000,260000000,24000000,18000000,82000000,52000000
202208,남성,40대,2017,강원도 속초시,10,식료품 제조업,0명,2021,167000000,849000000,53000000,44000000,424000000,257000000
202208,남성,30대,2020,강원도 속초시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,181000000,739000000,37000000,35000000,604000000,311000000
202208,남성,50대,2001,강원도 속초시,95,개인 및 소비용품 수리업,1명 이상 5명 미만,2018,179000000,908000000,99000000,86000000,752000000,524000000
202208,여성,40대,2016,강원도 속초시,56,음식점 및 주점업,1명 이상 5명 미만,2018,181000000,1096000000,99000000,86000000,640000000,435000000
202208,남성,30대,2015,강원도 속초시,46,도매 및 상품 중개업,1명 이상 5명 미만,2017,2000000,181000000,0,0,2000000,0
202208,남성,40대,2015,강원도 속초시,47,소매업; 자동차 제외,1명 이상 5명 미만,2017,73000000,1096000000,53000000,52000000,201000000,128000000
202208,여성,50대,2015,강원도 속초시,46,도매 및 상품 중개업,0명,2017,96000000,547000000,51000000,45000000,103000000,7000000
202208,남성,50대,2017,강원도 속초시,46,도매 및 상품 중개업,0명,2018,45000000,415000000,25000000,25000000,46000000,1000000
202208,남성,30대,2017,강원도 속초시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,28000000,936000000,43000000,40000000,283000000,255000000
